,Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
4486,1981,Possession,22.65,665,popular,Horror
4487,2016,The Forest,22.65,1478,not_popular,"Horror, Thriller, Mystery"
4488,1998,The Waterboy,22.65,1381,below_avg,Comedy
4489,1997,Speed 2: Cruise Control,22.65,1262,not_popular,"Action, Adventure, Thriller"
4490,2005,Hide and Seek,22.64,1272,below_avg,"Horror, Mystery, Thriller"
4491,1984,Amadeus,22.64,3285,popular,"History, Music, Drama"
4492,1993,Ninja Scroll,22.64,416,popular,"Fantasy, Adventure, Animation"
4493,2013,Horns,22.64,1942,below_avg,"Drama, Fantasy, Thriller"
4494,2014,Cooties,22.63,563,not_popular,"Comedy, Horror"
4495,2018,Revenger,22.63,100,not_popular,Action
4496,2011,Ben 10 Generator Rex Heroes United,22.63,31,below_avg,"Action, Animation"
4497,1981,Body Heat,22.63,396,average,"Crime, Thriller, Romance"
4498,2009,The Uninvited,22.62,1185,below_avg,Horror
4499,2004,Scooby-Doo! and the Loch Ness Monster,22.62,336,popular,"Family, Adventure, Animation, Comedy, Fantasy, Mystery"
4500,2014,Leviathan,22.61,656,popular,Drama
4501,2019,Ip Man: Kung Fu Master,22.61,97,average,"Action, Drama"
4502,2014,Ride Along,22.61,1861,below_avg,"Action, Comedy"
4503,1994,Little Women,22.6,968,popular,"Drama, Romance"
4504,1988,The Seventh Sign,22.6,267,below_avg,"Horror, Fantasy"
4505,2015,Blackway,22.6,291,not_popular,"Thriller, Mystery"
4506,2010,Remember Me,22.59,3115,average,"Drama, Romance"
4507,2006,Madea's Family Reunion,22.58,153,below_avg,"Drama, Comedy, Romance"
4508,1978,Day of the Woman,22.58,412,not_popular,"Horror, Thriller"
4509,2018,Backtrace,22.57,162,not_popular,Crime
4510,2005,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,22.57,9,not_popular,"Animation, Action"
4511,2017,The Discovery,22.57,1060,below_avg,"Drama, Romance, Science Fiction, Thriller, Mystery"
4512,2010,She's Out of My League,22.56,1634,below_avg,"Comedy, Romance"
4513,1974,Herbie Rides Again,22.56,313,below_avg,"Romance, Comedy, Family, Fantasy"
4514,1993,True Romance,22.56,2065,popular,"Action, Thriller, Crime, Romance"
4515,2017,Thelma,22.55,714,average,"Drama, Mystery, Thriller"
4516,2014,Zombeavers,22.54,532,not_popular,"Horror, Action, Comedy"
4517,2001,American Outlaws,22.54,177,not_popular,"Western, Action"
4518,2015,Sisters,22.54,1184,below_avg,Comedy
4519,1997,L.A. Confidential,22.54,3746,popular,"Crime, Drama, Mystery, Thriller"
4520,2003,Lara Croft: Tomb Raider - The Cradle of Life,22.54,3556,not_popular,"Action, Adventure, Fantasy, Thriller"
4521,2021,12 Mighty Orphans,22.54,74,popular,"History, Drama"
4522,2002,Collateral Damage,22.53,1088,not_popular,"Action, Thriller, Drama"
4523,2013,Blue Jasmine,22.53,2909,average,Drama
4524,1983,Project A,22.52,302,popular,"Action, Comedy, Adventure"
4525,2011,Toriko 3D Movie: Kaimaku! Gourmet Adventure!!,22.52,5,not_popular,"Animation, Action, Adventure"
4526,1996,Sleepers,22.52,2656,popular,"Crime, Drama, Thriller"
4527,2002,The Sum of All Fears,22.52,1313,below_avg,"Thriller, Action, Drama"
4528,2018,Second Act,22.52,997,below_avg,"Romance, Comedy"
4529,2000,100 Girls,22.51,350,not_popular,"Comedy, Drama, Romance"
4530,2001,Bully,22.51,334,average,"Crime, Drama"
4531,2013,Gatchaman,22.51,10,not_popular,"Action, Adventure, Science Fiction"
4532,2015,Extraction,22.51,297,not_popular,"Action, Thriller"
4533,2019,Stuber,22.5,1016,average,"Action, Comedy"
4534,2001,Wasabi,22.5,976,average,"Drama, Action, Comedy"
4536,1988,They Live,22.49,2174,popular,"Science Fiction, Action"
4537,2003,Pokémon: Jirachi Wish Maker,22.49,199,below_avg,"Family, Action, Animation, Adventure, Fantasy, Science Fiction"
4538,1999,The Ninth Gate,22.48,2277,below_avg,"Mystery, Thriller"
4539,2020,Stargirl,22.46,472,popular,"Comedy, Drama, Romance, Family"
4540,1964,A Fistful of Dollars,22.46,3176,popular,Western
4541,2015,Assassination Classroom,22.46,141,popular,"Action, Adventure, Comedy, Science Fiction"
4542,1980,Airplane!,22.46,3460,popular,Comedy
4543,2015,Always Watching: A Marble Hornets Story,22.46,98,not_popular,Horror
4544,2001,Tremors 3: Back to Perfection,22.45,466,not_popular,"Action, Comedy, Horror, Science Fiction, Thriller"
4545,2016,Before I Wake,22.45,1450,below_avg,"Drama, Fantasy, Horror, Thriller"
4546,2012,Zambezia,22.45,223,below_avg,"Comedy, Animation, Adventure, Family"
4547,1988,Big,22.45,2823,average,"Fantasy, Drama, Comedy, Romance, Family"
4548,1980,Superman II,22.44,1771,average,"Science Fiction, Action, Adventure"
4549,2014,"10,000 Days",22.44,13,not_popular,Science Fiction
4550,2000,An Extremely Goofy Movie,22.44,473,below_avg,"Animation, Family, Comedy"
4551,2012,Pokémon the Movie: Kyurem vs. the Sword of Justice,22.44,120,below_avg,"Family, Animation, Action, Adventure, Fantasy, Science Fiction"
4552,2014,Vampire Academy,22.44,1532,below_avg,"Comedy, Action, Fantasy"
4553,2016,Imperium,22.44,1060,below_avg,"Crime, Drama, Thriller, Mystery"
4554,2017,Once Upon a Time in Venice,22.44,496,not_popular,"Action, Comedy, Thriller, Mystery"
4555,2006,Robin-B-Hood,22.43,415,average,"Drama, Action, Comedy"
4556,1996,Homeward Bound II: Lost in San Francisco,22.43,370,below_avg,"Adventure, Comedy, Drama, Family"
4557,1951,A Streetcar Named Desire,22.43,1025,popular,Drama
4558,1998,What Dreams May Come,22.42,1837,popular,"Fantasy, Drama, Romance"
4559,1994,Four Weddings and a Funeral,22.42,2092,average,"Comedy, Drama, Romance"
4560,1962,The 300 Spartans,22.42,91,below_avg,"Action, Drama, History"
4561,2020,Riders of Justice,22.41,356,popular,"Action, Comedy, Drama"
4562,2010,Troll Hunter,22.41,1239,average,"Fantasy, Horror"
4563,2008,Zombie Strippers!,22.41,289,not_popular,"Comedy, Horror"
4564,2018,SuperFly,22.41,302,average,"Action, Crime"
4565,1997,Perfect Blue,22.4,1587,popular,"Animation, Thriller"
4566,2003,Elf,22.39,3153,average,"Comedy, Family, Fantasy"
4567,2016,Bad Santa 2,22.38,618,not_popular,"Comedy, Crime, Drama, Mystery"
4568,2004,Inuyasha the Movie 4: Fire on the Mystic Island,22.38,88,popular,"Fantasy, Animation, Adventure"
4569,2007,The Invincible Iron Man,22.38,181,below_avg,"Action, Adventure, Animation, Fantasy, Science Fiction"
4571,2008,Ghost in the Shell 2.0,22.38,292,popular,"Action, Animation, Science Fiction"
4572,1990,The NeverEnding Story II: The Next Chapter,22.37,630,not_popular,"Drama, Family, Fantasy, Adventure"
4573,2008,Kung Fu Panda: Secrets of the Furious Five,22.37,311,average,"Animation, Family, Action"
4574,2010,Paranormal Activity 2,22.36,1973,not_popular,"Horror, Mystery"
4575,2021,Meskina,22.36,8,below_avg,"Comedy, Romance"
4576,1993,City Hunter,22.36,270,below_avg,"Action, Adventure, Comedy, Romance"
4577,2015,Paper Towns,22.36,4649,below_avg,"Mystery, Drama, Romance"
4578,2001,Jimmy Neutron: Boy Genius,22.36,695,not_popular,"Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction"
4579,2017,Cook Up a Storm,22.36,116,popular,"Drama, Comedy"
4580,2016,The Secret Life of Pets,22.35,7085,below_avg,"Adventure, Comedy, Animation, Family"
4581,2014,The Giver,22.35,3964,below_avg,"Drama, Science Fiction"
4582,1999,Batman Beyond: The Movie,22.35,135,popular,"Animation, Action, Family, Science Fiction, TV Movie"
4583,2019,Isn't It Romantic,22.35,3101,below_avg,"Comedy, Fantasy, Romance"
4584,2018,Batman Ninja,22.35,751,not_popular,"Animation, Action"
4585,1969,True Grit,22.35,571,popular,Western
4586,2009,Tales of Vesperia: The First Strike,22.33,30,below_avg,"Animation, Action, Adventure, Fantasy"
4587,2015,"Monster High: Boo York, Boo York",22.31,123,popular,"Animation, Family, Music"
4588,2005,Just Like Heaven,22.31,1859,average,"Fantasy, Romance, Drama, Comedy"
4589,1999,The 13th Warrior,22.3,1412,average,"Adventure, History, Action"
4590,2015,Mortdecai,22.3,2306,not_popular,"Comedy, Adventure"
4591,2007,The Dukes of Hazzard: The Beginning,22.3,155,below_avg,"Action, Adventure, Comedy, TV Movie"
4592,1995,A Goofy Movie,22.3,1358,average,"Romance, Animation, Family, Comedy, Adventure"
4593,2008,"Angus, Thongs and Perfect Snogging",22.3,697,below_avg,"Comedy, Drama, Family, Romance"
4594,2015,Just Before I Go,22.3,260,below_avg,"Comedy, Drama, Romance"
4595,2011,Immortals,22.29,2083,not_popular,"Fantasy, Action, Drama"
4596,2019,I Am Mother,22.29,2006,average,"Science Fiction, Thriller"
4597,1984,Conan the Destroyer,22.29,1134,below_avg,"Adventure, Fantasy, Action"
4598,2006,Black Book,22.29,871,popular,"Drama, Thriller, War"
4599,2014,A Most Violent Year,22.29,1151,average,"Crime, Drama, Thriller"
4600,2004,The Machinist,22.29,4291,popular,"Thriller, Drama"
4601,2012,A Dark Truth,22.28,85,not_popular,"Action, Thriller"
4602,2020,Borat Subsequent Moviefilm,22.27,1863,below_avg,Comedy
4603,1968,Where Eagles Dare,22.27,651,popular,"Action, Adventure, War"
4604,1975,The School Teacher,22.27,23,not_popular,Comedy
4605,1989,Little Monsters,22.27,159,not_popular,"Adventure, Fantasy, Comedy, Family"
4606,2017,Mary and The Witch's Flower,22.26,602,average,"Fantasy, Adventure, Animation"
4607,1981,Mobile Suit Gundam I,22.26,45,average,"Animation, Science Fiction, Action, Adventure, Drama, War"
4608,2014,Legends of Oz: Dorothy's Return,22.25,228,below_avg,"Animation, Family, Fantasy"
4609,2011,Return to Jurassic Park,22.25,280,average,"Documentary, Action, Adventure, Thriller"
4610,2009,Afro Samurai: Resurrection,22.25,132,average,"Animation, Action"
4611,2016,Barbie & Her Sisters in a Puppy Chase,22.25,100,average,"Family, Animation"
4612,1967,The Graduate,22.24,2563,popular,"Comedy, Drama"
4613,2015,The Boy Next Door,22.24,1804,not_popular,Thriller
4614,2005,Sympathy for Lady Vengeance,22.23,1175,popular,"Drama, Thriller"
4615,2016,Ratchet & Clank,22.23,512,not_popular,"Action, Adventure, Animation, Family"
4616,1961,Breakfast at Tiffany's,22.23,3449,popular,"Comedy, Romance"
4617,1998,Practical Magic,22.22,1148,average,"Romance, Comedy, Fantasy"
4618,2016,Good Kids,22.22,256,below_avg,Comedy
4619,1995,Babe,22.21,2354,below_avg,"Fantasy, Drama, Comedy, Family"
4620,1993,Menace II Society,22.21,550,popular,"Drama, Crime"
4621,2013,Hours,22.21,625,average,"Drama, Thriller"
4622,2006,Wendy Wu: Homecoming Warrior,22.21,347,below_avg,"Family, Action, Adventure, TV Movie"
4623,2013,Khumba,22.2,205,below_avg,"Animation, Adventure, Family"
4624,2016,Jarhead 3: The Siege,22.2,170,below_avg,"War, Action, Drama"
4625,2007,Italian Spiderman,22.2,39,average,"Comedy, Action"
4626,2018,Animal World,22.2,156,popular,"Drama, Action, Adventure, Thriller, Mystery, Fantasy"
4627,1992,Tom and Jerry: The Movie,22.2,448,below_avg,"Family, Animation, Comedy"
4628,2002,The Wild Thornberrys Movie,22.19,202,below_avg,"Animation, Adventure, Family"
4629,1988,The Dead Pool,22.18,606,below_avg,"Action, Crime, Thriller"
4630,2004,After the Sunset,22.18,573,below_avg,"Action, Comedy, Crime, Drama"
4631,2020,Echo Boomers,22.18,69,not_popular,"Crime, Drama, Action"
4632,2014,In Your Eyes,22.18,589,popular,"Drama, Science Fiction, Romance"
4633,2021,There's Something About Mario,22.18,22,not_popular,Comedy
4634,2017,Mater,22.18,9,below_avg,Drama
4635,2015,Extinction,22.17,534,below_avg,"Drama, Horror, Science Fiction"
4636,1994,Street Fighter,22.17,1125,not_popular,"Action, Adventure, Thriller, Drama, Science Fiction"
4637,2013,Stuck in Love,22.16,1642,popular,"Drama, Comedy"
4638,2013,Beautiful Creatures,22.16,2523,below_avg,"Fantasy, Drama, Romance"
4639,2013,Anchorman 2: The Legend Continues,22.16,2063,below_avg,Comedy
4640,2017,Mother's Job,22.15,3,not_popular,"Romance, Drama"
4641,2017,1922,22.15,2182,not_popular,"Horror, Crime, Drama, History"
4642,2017,Tangled: Before Ever After,22.15,312,average,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie"
4643,2003,Cradle 2 the Grave,22.14,696,below_avg,"Action, Crime, Drama"
4644,2015,Mune: Guardian of the Moon,22.14,443,popular,"Animation, Family, Adventure, Fantasy, Comedy"
4645,2010,How to Make Love to a Woman,22.12,38,not_popular,"Comedy, Romance"
4646,2005,Melissa P.,22.12,462,not_popular,Drama
4647,1979,The Warriors,22.12,1600,popular,"Action, Thriller"
4648,2018,I Kill Giants,22.12,995,below_avg,"Fantasy, Drama"
4649,1959,Journey to the Center of the Earth,22.12,333,average,"Adventure, Fantasy, Family"
4650,2015,Vice,22.11,458,not_popular,"Thriller, Science Fiction, Action, Adventure"
4651,2010,A Turtle's Tale: Sammy's Adventures,22.11,512,not_popular,"Animation, Family"
4652,1983,The Key,22.11,290,not_popular,"Drama, Romance"
4653,2016,The Legend of the Chupacabras,22.1,105,popular,"Animation, Action, Adventure, Fantasy, Horror"
4654,2008,Valkyrie,22.1,2932,average,"Drama, Thriller, History, War"
4655,2013,Ice Soldiers,22.1,72,not_popular,"Action, Science Fiction"
4656,2004,Killing Cabos,22.1,110,popular,"Comedy, Action, Crime"
4657,2017,The Saint,22.09,235,not_popular,"Action, Adventure, Crime"
4658,2009,World's Greatest Dad,22.08,451,below_avg,"Comedy, Romance, Drama"
4659,2010,Pokémon: Zoroark - Master of Illusions,22.08,152,average,"Family, Animation, Adventure, Fantasy"
4660,2013,Paranormal Movie,22.08,20,not_popular,Comedy
4661,2009,"Ed, Edd n Eddy's Big Picture Show",22.08,82,popular,"Comedy, Animation, Adventure, TV Movie"
4662,2005,Rosario Tijeras,22.07,47,below_avg,"Crime, Romance, Drama"
4663,2012,End of Watch,22.07,2562,popular,"Crime, Drama, Thriller"
4664,2011,Bridesmaids,22.06,3739,below_avg,"Comedy, Romance"
4665,2018,Psychokinesis,22.06,221,below_avg,"Fantasy, Action"
4666,2006,Lucky Number Slevin,22.05,3300,popular,"Drama, Thriller, Crime, Mystery"
4667,2004,Collateral,22.05,4229,popular,"Drama, Crime, Thriller"
4668,2019,The Goldfinch,22.05,643,popular,Drama
4669,2018,Mary Queen of Scots,22.03,1456,average,"Drama, History"
4670,2017,Ravenous,22.03,297,not_popular,"Horror, Drama, Science Fiction"
4671,2017,Hey Arnold! The Jungle Movie,22.02,179,popular,"Family, Comedy, Animation, Adventure"
4672,2018,Outlaw King,22.02,1205,average,"Action, History, Drama, War"
4673,2019,"Extremely Wicked, Shockingly Evil and Vile",22.02,2788,average,Crime
4674,2021,Gully,22.02,24,not_popular,"Drama, Crime"
4675,1986,"No Retreat, No Surrender",22.02,417,below_avg,Action
4676,1995,Fallen Angels,22.01,567,popular,"Action, Romance, Crime"
4677,2007,Hairspray,22.01,2151,average,"Comedy, Romance, Drama"
4678,1957,The Bridge on the River Kwai,22.01,1531,popular,"Drama, History, War"
4679,1984,Beverly Hills Cop,22.01,3122,popular,"Action, Comedy, Crime"
4680,2020,Bigfoot Family,22.0,129,average,"Animation, Adventure, Family"
4681,2013,Filth,22.0,1367,average,"Crime, Drama, Comedy"
4682,2021,COVID-21: Lethal Virus,22.0,219,not_popular,"Science Fiction, Thriller, Horror"
4683,2005,The Dukes of Hazzard,22.0,903,not_popular,"Comedy, Adventure, Action"
4684,2004,Cruel Intentions 3,21.99,157,not_popular,Drama
4685,2014,Deliver Us from Evil,21.99,1657,below_avg,"Thriller, Crime, Horror"
4686,1995,Cutthroat Island,21.99,403,not_popular,"Action, Adventure"
4687,1994,Blank Check,21.98,351,not_popular,"Comedy, Family"
4688,1967,Casino Royale,21.98,534,not_popular,"Adventure, Action, Comedy"
4689,2019,Color Out of Space,21.97,911,below_avg,"Mystery, Science Fiction, Horror, Thriller"
4690,2021,Deadly Illusions,21.97,241,not_popular,"Thriller, Drama"
4691,2018,Replicas,21.97,1059,below_avg,"Science Fiction, Thriller"
4692,1946,Great Expectations,21.97,220,popular,"Romance, Drama"
4693,2017,Breathe,21.96,606,popular,"Drama, Romance"
4694,2019,The Great Hack,21.95,393,average,Documentary
4695,2015,The Vatican Tapes,21.94,607,not_popular,"Thriller, Horror"
4696,2017,ReLIFE,21.94,56,popular,"Comedy, Drama, Romance"
4697,2018,A Dark Place,21.93,147,below_avg,"Thriller, Mystery"
4698,1999,Ghost Dog: The Way of the Samurai,21.93,859,popular,"Crime, Drama"
4699,2011,Hop,21.93,982,not_popular,"Animation, Comedy, Family"
4700,2017,Blade of the Immortal,21.92,394,below_avg,"Action, Drama, Fantasy"
4701,2006,Flags of Our Fathers,21.92,1442,average,"War, Drama, History"
4702,2010,Yogi Bear,21.92,702,not_popular,"Comedy, Family, Animation, Adventure"
4703,2011,Megan Is Missing,21.92,453,below_avg,"Drama, Horror, Thriller"
4704,2009,The Secret of Kells,21.92,497,popular,"Animation, Family, Fantasy"
4706,1996,Happy Gilmore,21.91,2013,average,Comedy
4708,2009,My Bloody Valentine,21.89,890,not_popular,"Mystery, Horror"
4709,2011,Detachment,21.88,1077,popular,Drama
4710,2016,Barbie: Star Light Adventure,21.88,129,average,"Animation, Family, Science Fiction"
4711,2003,Once Upon a Time in Mexico,21.88,1686,below_avg,"Action, Drama, Mystery"
4712,2012,Les Misérables,21.88,4541,popular,"History, Drama"
4713,2020,My Boyfriend's Meds,21.87,277,average,Comedy
4714,2013,Journey to the West: Conquering the Demons,21.87,248,average,"Action, Fantasy, Adventure, Comedy"
4715,2009,The Road,21.87,2956,average,"Adventure, Drama"
4716,1982,Amityville II: The Possession,21.86,246,not_popular,Horror
4717,2018,Errementari: The Blacksmith and the Devil,21.86,421,below_avg,"Drama, Fantasy, Horror"
4718,2011,Beastly,21.85,2456,below_avg,"Drama, Fantasy, Romance"
4719,2017,The Secret Scripture,21.85,222,popular,"Drama, Romance"
4720,1993,We're Back! A Dinosaur's Story,21.84,324,below_avg,"Animation, Science Fiction, Family"
4721,1998,Small Soldiers,21.84,1673,below_avg,"Comedy, Adventure, Fantasy, Science Fiction, Action"
4722,2003,Darkness Falls,21.84,445,not_popular,"Thriller, Horror"
4723,2020,Combat Wombat,21.84,22,average,"Animation, Action, Comedy"
4724,1985,Legend,21.84,908,below_avg,"Adventure, Fantasy"
4725,2001,The Wedding Planner,21.84,1366,not_popular,"Comedy, Romance"
4726,2005,Serenity,21.84,2821,popular,"Science Fiction, Action, Adventure, Thriller"
4727,2008,The Tale of Despereaux,21.83,712,below_avg,"Adventure, Animation, Family"
4728,2018,Doraemon: Nobita's Treasure Island,21.82,67,average,Animation
4729,1997,The Beautician and the Beast,21.82,283,average,"Comedy, Romance"
4730,2021,V.C. Andrews' Pearl in the Mist,21.8,22,popular,"TV Movie, Drama"
4731,2019,IO,21.8,1127,not_popular,Science Fiction
4732,2002,The Tuxedo,21.8,1524,not_popular,"Thriller, Action, Comedy, Science Fiction"
4733,2013,Blood Ties,21.79,374,below_avg,"Thriller, Crime, Drama"
4734,1988,Police Academy 5: Assignment Miami Beach,21.79,671,not_popular,"Comedy, Crime"
4735,2004,Soul Plane,21.79,311,not_popular,"Romance, Comedy"
4736,2015,Bridge of Spies,21.78,5834,popular,"Thriller, Drama"
4737,1988,Hellbound: Hellraiser II,21.78,766,below_avg,Horror
4738,2015,Suffragette,21.77,1391,popular,"Drama, History"
4739,2019,Jexi,21.76,918,average,Comedy
4740,1997,Donnie Brasco,21.76,3469,popular,"Crime, Drama, Thriller"
4741,2017,iBoy,21.76,1000,below_avg,"Action, Science Fiction"
4742,2013,Closed Circuit,21.76,357,not_popular,"Mystery, Drama, Crime, Thriller"
4743,1982,The Entity,21.76,332,average,"Horror, Mystery, Thriller"
4744,2021,My Best Friend Anne Frank,21.75,93,below_avg,"History, War, Drama"
4745,1993,The Sandlot,21.75,871,popular,"Family, Comedy"
4746,2006,The Holiday,21.75,4050,average,"Comedy, Romance"
4747,2007,Happily N'Ever After,21.74,354,not_popular,"Adventure, Animation, Comedy, Family, Fantasy"
