,Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
4123,1942,Casablanca,23.98,4138,popular,"Drama, Romance"
4124,1978,The Deer Hunter,23.97,2868,popular,"Drama, War"
4125,2009,A Perfect Getaway,23.97,975,below_avg,"Thriller, Mystery, Adventure"
4126,2016,Flight Crew,23.96,198,average,"Drama, Action"
4127,2011,A Cinderella Story: Once Upon a Song,23.96,915,below_avg,"Comedy, Family, Romance"
4128,2009,The Secret in Their Eyes,23.94,1964,popular,"Crime, Drama, Mystery"
4129,2012,Dredd,23.94,4049,average,"Action, Science Fiction"
4130,2007,There Will Be Blood,23.94,5009,popular,Drama
4131,2016,The Lion Woman,23.94,109,average,Drama
4132,2009,Uncharted: Eye of Indra,23.92,2,not_popular,"Action, Adventure, Animation"
4133,2001,Swordfish,23.92,2156,below_avg,"Action, Crime, Thriller"
4134,2001,A.I. Artificial Intelligence,23.91,5078,average,"Drama, Science Fiction, Adventure"
4135,1990,The Ages of Lulu,23.91,172,below_avg,Drama
4136,2000,Pay It Forward,23.91,1409,popular,Drama
4137,2009,Walled In,23.9,153,not_popular,"Horror, Thriller"
4138,2019,Jarhead: Law of Return,23.9,2397,below_avg,War
4139,2002,Frida,23.89,1700,popular,"Drama, Romance"
4140,2019,Sheep & Wolves: Pig Deal,23.88,59,average,"Animation, Adventure, Comedy, Family"
4141,1954,Rear Window,23.87,5001,popular,"Thriller, Mystery"
4142,2019,Mr. Osomatsu the Movie,23.87,7,popular,"Comedy, Animation"
4143,2020,Dragon Rider,23.86,114,popular,"Animation, Family, Adventure, Fantasy"
4144,1999,Blast from the Past,23.86,792,average,"Science Fiction, Drama, Romance, Comedy"
4145,2017,"I, Tonya",23.86,4743,popular,Drama
4146,1998,Doraemon: Nobita's Great Adventure in the South Seas,23.84,18,average,Animation
4147,2010,RED,23.84,5621,average,"Action, Adventure, Comedy, Crime, Thriller"
4148,2016,Your Lie in April,23.83,39,average,"Drama, Music, Romance"
4149,2021,Prime Time,23.83,67,not_popular,"Drama, Thriller"
4150,2021,Farm to Fork to Love,23.82,27,below_avg,"Romance, TV Movie"
4151,1986,Nine 1/2 Weeks,23.82,719,below_avg,"Drama, Romance"
4152,2020,Wish Upon a Unicorn,23.8,37,popular,"Adventure, Family, Fantasy"
4153,2012,Birthday Sex,23.8,14,below_avg,"Drama, Romance"
4154,1995,It Takes Two,23.8,724,below_avg,"Comedy, Family, Romance"
4155,1979,Fearless Hyena,23.8,109,average,"Comedy, Action"
4156,1998,Lost in Space,23.79,963,not_popular,"Science Fiction, Adventure"
4157,2017,Day of the Dead: Bloodline,23.78,477,not_popular,"Action, Horror"
4158,2005,Unleashed,23.78,1561,average,"Action, Crime"
4159,2018,Kursk,23.78,427,average,"Drama, History, Thriller, Action"
4160,1961,King of Kings,23.78,134,average,"Drama, History"
4161,2020,Silver Skates,23.77,134,popular,"Romance, Adventure, Drama, Family, History"
4162,1978,Every Which Way but Loose,23.77,339,below_avg,"Action, Comedy, Adventure, Romance, Drama"
4163,2019,Yesterday,23.77,3065,average,"Music, Comedy, Romance, Fantasy"
4164,2019,Captive State,23.76,898,not_popular,Science Fiction
4165,2011,S.W.A.T.: Firefight,23.76,233,not_popular,"Action, Crime, Thriller"
4166,2013,Delivery Man,23.76,1204,below_avg,Comedy
4167,2014,Good People,23.75,382,not_popular,"Thriller, Crime, Action"
4168,2010,Minions: Home Makeover,23.75,128,average,"Animation, Family, Comedy"
4169,2013,Superman: Unbound,23.75,295,average,"Animation, Action, Adventure"
4170,2011,Pokémon the Movie: White - Victini and Zekrom,23.75,132,average,"Animation, Family, Adventure, Drama, Fantasy"
4171,2000,Coyote Ugly,23.75,1679,below_avg,"Comedy, Drama, Music, Romance"
4172,2002,Eight Legged Freaks,23.74,918,not_popular,"Action, Comedy, Horror, Thriller"
4173,2003,The Lizzie McGuire Movie,23.74,1074,below_avg,"Family, Comedy"
4174,2006,The Pink Panther,23.73,1555,not_popular,"Comedy, Family, Mystery, Crime, Adventure, Action"
4175,2017,Sahara,23.73,234,not_popular,"Adventure, Animation, Comedy, Family"
4176,2018,Leal,23.73,48,average,"Action, Crime, Drama"
4177,2000,Battle Royale,23.73,2594,popular,"Drama, Thriller, Action"
4178,1965,For a Few Dollars More,23.72,2985,popular,Western
4179,2021,Trippin’ with the Kandasamys,23.72,33,average,"Comedy, Romance"
4180,2006,Paprika,23.71,1610,popular,"Animation, Drama, Mystery, Science Fiction, Thriller, Fantasy"
4181,2014,Goodnight Mommy,23.71,1195,average,"Drama, Horror, Thriller, Mystery"
4182,2007,"Lust, Caution",23.7,451,average,"Action, Drama, Romance, Thriller"
4183,1973,Sinner: The Secret Diary of a Nymphomaniac,23.69,11,not_popular,Drama
4184,2010,Frozen,23.69,1453,not_popular,Thriller
4185,2020,Gabriel's Inferno Part III,23.69,946,popular,"Romance, Comedy"
4186,1964,Rudolph the Red-Nosed Reindeer,23.69,403,popular,"Animation, Family, TV Movie"
4187,1963,The Birds,23.68,3125,popular,Horror
4188,2001,From Hell,23.68,2256,average,"Horror, Mystery, Thriller"
4189,1983,Women's Prison Massacre,23.67,33,not_popular,"Action, Drama"
4190,2018,Suspiria,23.67,1939,average,"Horror, Thriller"
4191,1994,The Pagemaster,23.66,614,below_avg,"Family, Fantasy, Science Fiction, Animation"
4193,2018,Nappily Ever After,23.65,748,popular,"Comedy, Romance"
4194,2018,Black Water,23.65,193,not_popular,"Action, Thriller"
4195,1999,Being John Malkovich,23.64,3378,popular,"Comedy, Drama, Fantasy"
4196,2018,The Monkey King 3,23.64,32,not_popular,"Action, Adventure, Fantasy"
4197,2011,Megamind: The Button of Doom,23.64,174,average,"Animation, Action, Comedy, Family"
4198,2021,Pushpa: The Rise - Part 1,23.63,47,popular,"Action, Drama, Thriller"
4199,2011,Melancholia,23.63,2743,popular,"Drama, Science Fiction"
4200,2004,Winnie the Pooh: Springtime with Roo,23.62,116,average,"Family, Animation"
4201,2021,Good on Paper,23.61,222,not_popular,"Comedy, Romance"
4202,1995,Dracula: Dead and Loving It,23.61,718,below_avg,"Comedy, Horror, Fantasy"
4203,2020,The Princess Switch: Switched Again,23.61,714,average,"Family, Romance, Comedy"
4204,2008,Mirrors,23.59,1430,below_avg,"Horror, Mystery, Thriller, Drama"
4205,2003,Dreamcatcher,23.59,1414,not_popular,"Drama, Horror, Science Fiction, Thriller"
4206,1992,The Last of the Mohicans,23.58,2339,popular,"Action, Adventure, Drama, History, Romance, War"
4207,2015,New Initial D the Movie - Legend 2: Racer,23.58,34,popular,"Animation, Drama, Action"
4208,2015,True Story,23.58,1630,below_avg,"Crime, Drama, History"
4209,2019,Secret Obsession,23.58,911,not_popular,"Drama, Thriller"
4210,2019,How to Train Your Dragon: Snoggletog Log,23.57,15,average,"Animation, Family"
4211,2001,Pokémon: Mewtwo Returns,23.57,261,average,"Animation, Family, Action, Adventure, Drama, Fantasy"
4212,2022,See for Me,23.57,26,below_avg,Thriller
4213,2013,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,23.57,77,popular,"Action, Comedy, Science Fiction, Animation"
4214,1981,Clash of the Titans,23.57,552,average,"Action, Adventure, Family, Fantasy"
4215,2018,The House That Jack Built,23.56,2007,popular,"Drama, Horror, Crime, Thriller"
4216,2002,Equilibrium,23.56,3585,average,"Action, Science Fiction, Thriller"
4217,2014,Saul: The Journey to Damascus,23.56,5,not_popular,Drama
4218,2009,Triangle,23.56,1848,average,Horror
4219,1998,Enemy of the State,23.56,3027,average,"Action, Drama, Thriller"
4220,1985,Police Academy 2: Their First Assignment,23.56,1145,below_avg,"Comedy, Crime"
4221,2015,The Condemned 2,23.55,117,not_popular,Action
4222,1995,Outbreak,23.55,1751,below_avg,"Action, Drama, Science Fiction, Thriller"
4223,2000,Where the Heart Is,23.54,543,average,"Comedy, Drama, Romance"
4224,1963,The Pink Panther,23.54,754,average,"Comedy, Crime"
4225,2020,Guns Akimbo,23.53,1646,below_avg,"Comedy, Action"
4226,2017,The Post,23.53,3899,average,"Drama, History"
4227,2016,Hands of Stone,23.53,288,below_avg,Drama
4228,2014,Ghost in the Shell Arise - Border 3: Ghost Tears,23.53,111,average,"Action, Animation, Science Fiction"
4229,2004,Secret Window,23.53,2934,average,"Mystery, Thriller"
4230,2003,School of Rock,23.52,4555,average,"Comedy, Music, Family"
4231,1980,Tender Cousins,23.52,29,not_popular,"Drama, Romance"
4232,2018,Mirage,23.52,1425,popular,"Science Fiction, Thriller, Drama, Romance, Mystery"
4233,2019,Our Friend,23.52,193,popular,"Drama, Romance"
4234,2012,Blood-C: The Last Dark,23.52,79,average,"Action, Horror, Science Fiction, Animation"
4235,2018,Scooby-Doo! & Batman: The Brave and the Bold,23.51,161,popular,"Animation, Comedy, Action, Family"
4236,2012,Zero Dark Thirty,23.51,3697,average,"Thriller, Drama, History"
4237,2020,Unhinged,23.51,1487,below_avg,"Action, Thriller"
4238,2004,Yu-Gi-Oh! The Movie,23.5,247,below_avg,"Adventure, Fantasy, Animation, Action, Comedy, Thriller, Science Fiction, Family"
4239,2005,Pokémon: Lucario and the Mystery of Mew,23.5,220,average,"Family, Adventure, Animation, Fantasy, Action, Science Fiction"
4240,2011,Phineas and Ferb: The Movie: Across the 2nd Dimension,23.49,412,average,"Animation, Comedy, Family, TV Movie, Music, Adventure, Science Fiction"
4241,1995,While You Were Sleeping,23.49,1321,average,"Romance, Comedy"
4242,2019,In Full Bloom,23.49,68,average,"Action, Drama"
4243,2016,Gantz:O,23.49,521,popular,"Science Fiction, Action, Animation"
4244,2011,Kill Bill: The Whole Bloody Affair,23.48,722,popular,"Action, Crime, Thriller"
4245,2016,Cell,23.48,875,not_popular,"Horror, Science Fiction, Thriller"
4246,2015,Corpse Party,23.47,32,not_popular,"Horror, Mystery, Science Fiction"
4247,2016,Bastille Day,23.47,1060,below_avg,Action
4248,1992,Jamon Jamon,23.47,228,below_avg,"Comedy, Drama, Romance"
4249,2014,Behaving Badly,23.46,493,not_popular,Comedy
4251,2021,Paper Lives,23.45,277,popular,Drama
4252,2018,7 Guardians of the Tomb,23.45,156,not_popular,"Action, Adventure, Horror"
4253,2014,"I, Frankenstein",23.44,1552,not_popular,"Horror, Thriller"
4254,2017,mother!,23.43,5573,average,"Drama, Horror, Mystery"
4255,2022,Kingmaker,23.43,6,below_avg,Drama
4256,2015,Nice Sister-In-Law,23.43,8,average,"Romance, Drama"
4257,2021,Swallow,23.42,4,not_popular,"Drama, History, Thriller, Crime"
4258,1998,Wild Things,23.42,1282,below_avg,"Mystery, Thriller, Drama"
4259,2016,Moonlight,23.42,5998,popular,Drama
4260,2020,Rick and Morty vs Genocider,23.41,2,not_popular,Animation
4261,1995,P.O. Box Tinto Brass,23.41,61,not_popular,Comedy
4262,1988,Dragons Forever,23.41,181,average,"Action, Comedy, Romance"
4263,1998,Belle's Magical World,23.4,383,below_avg,"Animation, Family"
4264,2000,Vampire Hunter D: Bloodlust,23.4,405,popular,"Animation, Fantasy, Horror, Action"
4265,2002,Interstate 60,23.4,473,popular,"Adventure, Comedy, Fantasy"
4266,1997,Snow White: A Tale of Terror,23.4,190,not_popular,"Fantasy, Horror"
4267,2007,Scars 2,23.4,5,popular,Drama
4268,1989,National Lampoon's Christmas Vacation,23.4,1763,popular,Comedy
4269,2018,The Cloverfield Paradox,23.39,2630,not_popular,"Horror, Science Fiction, Action, Thriller"
4270,2010,127 Hours,23.39,6275,average,"Adventure, Drama, Thriller"
4271,2007,Jackass 2.5,23.39,375,below_avg,"Comedy, Documentary"
4272,2019,Long Shot,23.39,2111,average,"Comedy, Romance"
4273,1998,The Avengers,23.39,548,not_popular,"Thriller, Science Fiction"
4274,1993,Carlito's Way,23.38,2441,popular,"Crime, Thriller, Romance, Drama"
4275,2007,1408,23.37,3375,average,Horror
4276,2019,Portrait of a Lady on Fire,23.37,1719,popular,"Drama, History, Romance"
4277,2010,The Last Exorcism,23.37,800,not_popular,"Horror, Thriller"
4278,2009,The Butterfly Effect 3: Revelations,23.37,433,not_popular,"Science Fiction, Thriller, Drama, Crime"
4279,2021,Silent Night,23.36,160,below_avg,"Horror, Comedy, Drama"
4280,2018,Charming,23.36,203,average,"Animation, Adventure, Comedy, Family, Fantasy, Music"
4281,2015,Wolf Warrior,23.35,148,below_avg,"Action, War"
4282,2016,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,23.35,100,average,"Animation, Family, Adventure, Action, Comedy"
4283,2015,Circle,23.35,1544,below_avg,"Science Fiction, Mystery, Drama, Thriller, Horror"
4284,2021,Lady of the Manor,23.34,28,below_avg,"Comedy, Fantasy"
4285,2021,El Planeta,23.34,4,not_popular,"Comedy, Drama"
4286,1999,Bowfinger,23.33,653,below_avg,Comedy
4287,2016,KanColle Movie,23.32,13,not_popular,"Action, Animation, Science Fiction, TV Movie, War"
4288,2018,Wildling,23.32,277,not_popular,"Horror, Fantasy, Thriller, Drama"
4289,2012,V/H/S,23.32,1126,below_avg,"Thriller, Horror"
4290,2003,Mystic River,23.31,5110,popular,"Thriller, Crime, Drama, Mystery"
4291,2009,Messengers 2: The Scarecrow,23.31,124,not_popular,Horror
4292,1993,Alive,23.31,1105,average,"Adventure, Drama, Thriller"
4293,2016,L.O.R.D: Legend of Ravaging Dynasties,23.31,86,average,"Animation, Fantasy, Drama, Science Fiction"
4294,2015,Teen Beach 2,23.31,491,average,"TV Movie, Family, Comedy, Fantasy"
4295,2015,Amy,23.31,1001,popular,"Documentary, Music"
4296,2016,Tomorrow I Will Date With Yesterday's You,23.3,115,popular,"Romance, Drama"
4297,2017,The Space Between Us,23.29,2126,average,"Romance, Adventure, Science Fiction, Drama"
4298,1996,Escape from L.A.,23.29,1086,not_popular,"Action, Adventure, Science Fiction, Thriller"
4299,2018,How It Ends,23.28,1563,not_popular,"Science Fiction, Thriller, Mystery, Action, Adventure"
4301,2018,"My Teacher, My Obsession",23.27,70,not_popular,"Drama, Thriller, TV Movie"
4302,2015,My Little Pony: Equestria Girls: Friendship Games,23.26,76,popular,"Animation, Music, Family"
4303,1992,All Ladies Do It,23.25,266,not_popular,"Comedy, Drama"
4304,1986,Ferris Bueller's Day Off,23.25,3829,popular,Comedy
4305,2017,Gintama,23.24,66,average,"Action, Adventure, Comedy, Science Fiction"
4306,2011,Midnight in Paris,23.24,6135,popular,"Fantasy, Comedy, Romance"
4307,1969,Graf Porno und seine Mädchen,23.24,10,average,Comedy
4308,2019,After We Leave,23.24,22,not_popular,"Science Fiction, Drama"
4309,2022,Superwho?,23.23,61,below_avg,"Comedy, Action"
4310,2016,A Street Cat Named Bob,23.23,1099,popular,"Family, Drama"
4311,2005,Are We There Yet?,23.23,745,not_popular,"Family, Adventure, Comedy, Romance"
4312,2019,The Wolf's Call,23.23,1480,popular,"Thriller, Action"
4313,2018,Redcon-1,23.23,200,not_popular,"Action, Horror, Science Fiction"
4314,2019,Balkan Line,23.22,217,popular,"Drama, Action, War"
4315,2014,Automata,23.22,1350,not_popular,"Thriller, Science Fiction"
4316,1977,The Rescuers,23.22,2025,average,"Fantasy, Family, Animation, Adventure"
4317,1997,Bean,23.21,1937,below_avg,"Comedy, Family, Adventure"
4318,2018,The Christmas Chronicles,23.21,1643,average,"Comedy, Adventure, Family, Fantasy"
4319,1953,Roman Holiday,23.21,1533,popular,"Romance, Comedy, Drama"
4320,1961,The Guns of Navarone,23.21,567,popular,"War, Action"
4321,1979,Nosferatu the Vampyre,23.21,584,popular,"Drama, Horror"
4322,2022,Siklo,23.2,2,not_popular,"Drama, Thriller"
4323,1995,Halloween: The Curse of Michael Myers,23.2,766,not_popular,"Horror, Thriller"
4324,2009,Whiteout,23.19,566,not_popular,"Action, Crime, Mystery, Thriller"
4325,2019,Abigail,23.19,177,below_avg,"Adventure, Fantasy, Mystery"
4326,1991,Dragon Ball: The Magic Begins,23.19,71,not_popular,"Action, Adventure, Fantasy"
4327,1999,End of Days,23.18,1402,below_avg,"Action, Fantasy, Horror, Mystery"
4328,2006,The Butterfly Effect 2,23.18,718,not_popular,"Drama, Science Fiction, Thriller"
4329,2021,Soy Luna: The Last Concert,23.18,47,popular,"Music, Documentary"
4330,2015,Survivor,23.17,833,not_popular,"Crime, Action, Thriller"
4331,2014,Dracula Untold,23.17,5163,below_avg,"Horror, Action, Drama, Fantasy, War"
4332,2017,The Layover,23.17,579,not_popular,"Comedy, Romance"
4333,2020,Emma.,23.17,1179,average,"Comedy, Romance"
4334,1940,The Great Dictator,23.17,2531,popular,"Comedy, War"
4335,2018,You Are the Apple of My Eye,23.16,15,not_popular,Romance
4337,2011,Something Borrowed,23.16,871,below_avg,"Comedy, Drama, Romance"
4338,1986,Poltergeist II: The Other Side,23.16,483,below_avg,"Horror, Thriller"
4339,2013,Lupin the Third vs. Detective Conan: The Movie,23.16,117,average,"Animation, Action, Thriller"
4340,2007,Dororo,23.16,99,average,"Action, Fantasy, Horror, Science Fiction"
4341,2014,Tusk,23.15,1003,not_popular,"Comedy, Horror"
4342,2019,"Oh, Ramona!",23.14,333,not_popular,"Comedy, Romance"
4343,2018,Sherlock Gnomes,23.14,577,not_popular,"Animation, Family, Fantasy, Comedy, Adventure, Mystery"
4344,2014,Obsessed,23.14,40,average,"Drama, Romance, Adventure"
4345,2019,Avengement,23.13,332,average,"Crime, Action"
4346,2011,Towa no Quon 1: The Ephemeral Petals,23.13,10,below_avg,"Action, Animation, Science Fiction, Fantasy"
4347,2016,Shut In,23.13,592,not_popular,"Drama, Thriller"
4348,1952,Singin' in the Rain,23.12,2354,popular,"Comedy, Music, Romance"
4349,2016,Before the Flood,23.11,659,popular,Documentary
4350,2006,Survival Island,23.11,163,not_popular,"Thriller, Mystery, Drama, Romance"
4351,1992,Scent of a Woman,23.11,2458,popular,Drama
4352,2016,Ghostheads,23.11,29,not_popular,Documentary
4353,2011,Young Adult,23.11,996,not_popular,"Comedy, Drama"
4354,2018,Monster Hunt 2,23.1,87,average,"Adventure, Comedy, Fantasy"
4355,2019,Serenity,23.1,1272,not_popular,"Thriller, Mystery, Drama"
4356,2006,The Lives of Others,23.09,2824,popular,"Drama, Thriller"
4357,2011,"Madrid, 1987",23.09,40,below_avg,Drama
4358,2021,Pelé,23.09,122,popular,Documentary
4359,2019,Yummy,23.08,181,below_avg,"Horror, Comedy, Action"
4360,1979,The Amityville Horror,23.08,642,below_avg,Horror
4361,2013,Wer,23.08,270,below_avg,"Horror, Mystery, Thriller"
4362,1997,Dante's Peak,23.08,1413,below_avg,"Action, Adventure, Thriller, Drama"
4363,1987,Police Academy 4: Citizens on Patrol,23.08,883,not_popular,"Comedy, Crime"
4364,1999,From Dusk Till Dawn 2: Texas Blood Money,23.08,332,not_popular,"Crime, Action, Horror, Thriller"
4365,1989,Tango & Cash,23.07,1448,below_avg,"Action, Adventure, Comedy, Thriller"
4366,2008,Vacancy 2: The First Cut,23.07,191,not_popular,"Horror, Thriller, Mystery"
4367,2019,Vivarium,23.06,1267,below_avg,"Science Fiction, Horror, Mystery"
4368,2011,Arena,23.06,219,not_popular,"Action, Thriller, Science Fiction"
4369,1992,Unforgiven,23.06,3322,popular,Western
4370,2019,Fidelity,23.06,167,average,Drama
4371,2006,She's the Man,23.06,2429,average,"Comedy, Drama, Family, Romance"
4372,2000,Bring It On,23.05,1372,below_avg,Comedy
4373,2003,House of 1000 Corpses,23.05,1196,below_avg,Horror
4374,2008,Vicky Cristina Barcelona,23.05,3080,average,"Drama, Romance"
4375,2003,The Medallion,23.04,851,not_popular,"Thriller, Fantasy, Action, Comedy"
4376,2014,The Boss: Anatomy of a Crime,23.03,68,popular,"Drama, Crime"
4377,2021,Daddy's Perfect Little Girl,23.02,2,below_avg,"Drama, TV Movie"
4378,1998,The Man in the Iron Mask,23.02,3155,average,"Adventure, Action, Drama"
4379,2017,Kill Switch,23.02,188,not_popular,"Science Fiction, Action, Thriller"
4380,2020,The Superdeep,23.02,147,below_avg,"Horror, Science Fiction, Thriller"
4381,2016,Ozzy,23.01,130,below_avg,"Animation, Family"
4382,2003,The Jungle Book 2,23.0,943,not_popular,"Family, Animation, Adventure"
4383,2015,The Cokeville Miracle,23.0,63,average,"Mystery, Drama, History, Family, Thriller"
4384,2003,Bulletproof Monk,23.0,710,not_popular,"Action, Comedy, Fantasy"
4385,2017,Covet: Island of Desire,23.0,4,not_popular,Romance
4386,2002,National Lampoon's Van Wilder,23.0,1477,below_avg,"Comedy, Romance"
4387,2007,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,23.0,39,below_avg,"Action, Animation"
4388,2004,Around the World in 80 Days,23.0,1997,not_popular,"Action, Adventure, Comedy"
4389,2005,Diary of a Mad Black Woman,22.99,161,below_avg,"Comedy, Drama, Romance"
4390,1991,Operation Condor,22.99,391,popular,"Action, Adventure, Crime, Thriller"
4391,2013,47 Ronin,22.99,3108,below_avg,"Drama, Action, Adventure, Fantasy"
4392,2016,Barbershop: The Next Cut,22.98,373,below_avg,"Comedy, Drama"
4393,2008,Open Season 2,22.98,957,not_popular,"Adventure, Animation, Comedy, Family"
4394,2007,Sky of Love,22.98,125,popular,"Romance, Drama"
4395,2020,Project Power,22.97,2249,average,"Action, Crime, Science Fiction"
4396,2018,Illang: The Wolf Brigade,22.97,198,below_avg,"Science Fiction, Action, Thriller, Drama"
4397,1997,G.I. Jane,22.97,1283,below_avg,"Action, Drama"
4398,2016,Pandora,22.96,302,popular,"Thriller, Drama, Action"
4399,2019,The Kid Who Would Be King,22.96,569,below_avg,"Action, Adventure, Fantasy, Family"
4400,1995,A Little Princess,22.96,782,popular,"Drama, Family, Fantasy"
4401,1994,Clear and Present Danger,22.96,1110,average,"Action, Drama, Thriller"
4402,2019,Alien Warfare,22.96,113,not_popular,"Action, Science Fiction, Thriller"
4403,1993,Dragon: The Bruce Lee Story,22.96,524,average,"Drama, History, Action"
4404,2008,Doomsday,22.96,925,not_popular,"Action, Thriller, Science Fiction"
4405,2021,Four Good Days,22.95,75,average,Drama
4406,2019,Behind the Trees,22.94,33,not_popular,"Horror, Thriller, Mystery"
4407,2014,Falcon Rising,22.94,269,below_avg,"Adventure, Action"
4408,1978,Convoy,22.94,249,below_avg,"Action, Comedy"
4409,1971,The Decameron,22.93,214,average,"History, Drama, Comedy"
4410,2019,The Silence,22.93,1171,below_avg,"Horror, Drama, Thriller, Fantasy"
4411,2013,The Counselor,22.92,1525,not_popular,"Thriller, Crime, Drama"
4412,2015,Heist,22.91,758,below_avg,Action
4413,1989,Heathers,22.91,1271,popular,"Comedy, Crime"
4414,2019,Tolkien,22.91,1053,average,"War, Drama, History, Romance"
4415,2016,Hell or High Water,22.9,3647,popular,"Western, Crime"
4416,1984,Footloose,22.9,1584,average,"Drama, Romance"
4417,1996,The Cable Guy,22.9,1832,not_popular,"Comedy, Drama, Thriller"
4418,2000,Dracula 2000,22.9,500,not_popular,"Thriller, Horror"
4419,2018,Asterix: The Secret of the Magic Potion,22.9,959,average,"Family, Animation, Comedy, Adventure"
4420,2006,Charlotte's Web,22.9,1134,below_avg,"Comedy, Family, Fantasy"
4421,2013,I Give It a Year,22.9,625,not_popular,"Comedy, Romance"
4422,2007,Trick 'r Treat,22.9,1327,average,"Horror, Comedy"
4423,2013,The Family,22.9,2481,below_avg,"Crime, Comedy, Action"
4424,1996,A Time to Kill,22.89,1712,popular,"Crime, Drama, Thriller"
4425,2011,Catch.44,22.89,272,not_popular,"Drama, Action, Thriller"
4426,1995,Crimson Tide,22.89,1297,popular,"War, Thriller, Action, Drama"
4427,2020,Mortal,22.88,358,below_avg,"Action, Fantasy, Thriller"
4428,2018,Big Brother,22.88,96,popular,"Action, Drama, Comedy"
4429,1990,The Witches,22.88,975,average,"Adventure, Fantasy, Horror, Family"
4430,2004,Meet the Fockers,22.88,3913,below_avg,"Comedy, Romance"
4432,2010,Vampires Suck,22.87,1017,not_popular,Comedy
4433,2021,Procession,22.87,13,below_avg,Documentary
4434,2019,The Immortal,22.87,376,average,"Crime, Drama, Thriller"
4435,2006,I'll Always Know What You Did Last Summer,22.87,269,not_popular,Horror
4436,2014,The Pyramid,22.85,805,not_popular,Horror
4437,2016,Manchester by the Sea,22.84,4778,popular,Drama
4438,2018,The Haunted,22.84,63,average,"Horror, Thriller, Mystery"
4439,2019,The Poison Rose,22.83,223,not_popular,"Thriller, Crime"
4440,2014,Walk of Shame,22.83,1198,not_popular,Comedy
4441,1993,Nowhere to Run,22.83,507,below_avg,"Action, Drama, Thriller, Romance"
4442,1987,Escape from Sobibor,22.82,143,popular,"Drama, Thriller, TV Movie, War"
4443,1979,Caligula,22.8,538,not_popular,"Drama, History, Romance"
4444,2017,Tom and Jerry: Willy Wonka and the Chocolate Factory,22.8,86,average,"Family, Animation, Adventure, Comedy"
4445,2017,The Man Who Invented Christmas,22.8,645,average,"Drama, History, Comedy, Family"
4446,2001,Pokémon 4Ever: Celebi - Voice of the Forest,22.8,305,below_avg,"Adventure, Fantasy, Animation, Science Fiction, Family"
4447,2007,Knocked Up,22.79,3247,below_avg,"Comedy, Romance, Drama"
4448,2005,Venom,22.79,242,not_popular,"Horror, Thriller"
4450,2018,BlacKkKlansman,22.77,6298,popular,"Comedy, Crime, Drama, History"
4451,2018,Tau,22.77,990,below_avg,"Science Fiction, Thriller"
4452,2017,Brawl in Cell Block 99,22.77,1026,average,"Action, Crime, Thriller"
4453,2009,G-Force,22.76,1486,not_popular,"Family, Fantasy, Action, Adventure, Comedy"
4454,2003,Looney Tunes: Back in Action,22.76,1202,below_avg,"Animation, Comedy, Family"
4455,2014,Alien Abduction,22.76,274,not_popular,"Horror, Science Fiction, Thriller"
4456,2015,Absolutely Anything,22.76,1106,not_popular,"Comedy, Science Fiction"
4457,2013,Monster High: Scaris City of Frights,22.76,86,popular,"Animation, Fantasy"
4458,2019,The Knight of Shadows: Between Yin and Yang,22.75,83,not_popular,"Action, Fantasy"
4459,1993,Robin Hood: Men in Tights,22.75,1605,average,Comedy
4460,2011,Barbie: A Perfect Christmas,22.74,235,average,"Animation, Family"
4461,2017,6 Below: Miracle on the Mountain,22.74,307,not_popular,"Thriller, Drama"
4462,2017,Promise at Dawn,22.73,357,popular,"Drama, Romance"
4463,2008,Fool's Gold,22.72,1180,not_popular,"Romance, Comedy, Adventure"
4464,2021,Judas and the Black Messiah,22.72,966,popular,"Drama, History"
4465,2008,Superhero Movie,22.72,1368,not_popular,"Action, Comedy, Science Fiction"
4466,2014,The November Man,22.71,1234,below_avg,"Crime, Action, Thriller"
4467,2010,The Other Woman,22.71,308,below_avg,Drama
4468,2019,The Hard Way,22.71,106,not_popular,Action
4470,2021,Pig,22.7,609,average,"Drama, Thriller"
4471,2015,Unfinished Business,22.7,673,not_popular,Comedy
4472,2018,Bad Times at the El Royale,22.69,2828,average,"Thriller, Drama, Mystery, Crime"
4473,2020,Happiest Season,22.69,783,popular,"Romance, Comedy"
4474,2005,The Wedding Date,22.69,969,average,"Comedy, Romance"
4475,2013,Afternoon Delight,22.68,163,not_popular,"Comedy, Drama"
4476,1989,Casualties of War,22.68,641,average,"Drama, History, War"
4477,2014,The Anomaly,22.68,273,not_popular,"Thriller, Action, Science Fiction"
4478,2002,The Time Machine,22.68,1775,below_avg,"Science Fiction, Adventure, Action"
4479,2019,S.W.A.T.,22.68,73,popular,"Action, Crime, Drama"
4480,2018,The Strangers: Prey at Night,22.67,1066,not_popular,"Horror, Thriller"
4481,2018,Winchester,22.67,1490,not_popular,"Horror, Thriller"
4482,2013,Hakuouki: Wild Dance of Kyoto,22.67,12,below_avg,"Action, Animation, Drama, Romance"
4483,1986,Labyrinth,22.66,1839,popular,"Adventure, Family, Fantasy"
4484,2003,Girl with a Pearl Earring,22.66,1129,average,"Drama, Romance"
4485,2015,Assassination,22.66,169,popular,"Action, Drama"
